attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00004367,USR00006025,CMP000068,2025-06-02,Impression,Instagram,Streaming Device,Last Touch,0.16,False,0
ATTR00004368,USR00008387,CMP000058,2024-11-12,Click,TikTok,Mobile,Last Touch,0.8,True,17.56
ATTR00004369,USR00006886,CMP000059,2025-02-07,Click,Instagram,Smart TV,Last Touch,0.95,False,0
ATTR00004370,USR00007467,CMP000092,2024-11-17,Impression,YouTube,Smart TV,Linear,0.26,False,0
ATTR00004371,USR00005036,CMP000016,2024-12-09,Impression,YouTube,Smart TV,Time Decay,0.61,False,0
ATTR00004372,USR00009199,CMP000060,2024-09-27,Impression,Google Ads,Smart TV,First Touch,0.85,False,0
ATTR00004373,USR00004924,CMP000052,2025-01-26,Click,Instagram,Mobile,Time Decay,0.67,False,0
ATTR00004374,USR00000707,CMP000093,2024-07-21,Click,Programmatic,Mobile,Last Touch,0.81,False,0
ATTR00004375,USR00000074,CMP000061,2025-06-17,Impression,Twitter,Tablet,Linear,0.43,False,0
ATTR00004376,USR00000296,CMP000050,2024-10-30,View,TikTok,Gaming Console,Last Touch,0.94,True,0
ATTR00004377,USR00003836,CMP000084,2024-11-23,Click,Instagram,Smart TV,First Touch,0.66,False,0
ATTR00004378,USR00006577,CMP000027,2025-02-11,Click,Instagram,Smart TV,Time Decay,0.17,False,0
ATTR00004379,USR00000376,CMP000046,2025-06-03,View,Instagram,Mobile,Linear,0.87,False,0
ATTR00004380,USR00002150,CMP000013,2025-06-08,Impression,LinkedIn,Streaming Device,Last Touch,0.75,False,0
ATTR00004381,USR00008292,CMP000007,2024-09-21,Impression,LinkedIn,Streaming Device,Linear,0.88,False,0
ATTR00004382,USR00002593,CMP000059,2025-02-15,View,TikTok,Web Browser,First Touch,0.16,False,0
ATTR00004383,USR00006181,CMP000020,2025-06-11,Impression,Instagram,Smart TV,Last Touch,0.88,False,0
ATTR00004384,USR00009180,CMP000022,2025-06-02,Impression,YouTube,Mobile,Time Decay,0.61,False,0
ATTR00004385,USR00009167,CMP000069,2024-07-30,View,Twitter,Mobile,Last Touch,0.73,False,0
ATTR00004386,USR00007146,CMP000047,2025-05-04,Impression,YouTube,Web Browser,Time Decay,0.47,True,0
ATTR00004387,USR00007830,CMP000066,2025-03-05,Click,Instagram,Mobile,First Touch,0.58,False,11.27
ATTR00004388,USR00006243,CMP000004,2024-11-03,Click,Facebook,Tablet,Last Touch,0.58,False,0
ATTR00004389,USR00002897,CMP000087,2024-10-09,View,Programmatic,Streaming Device,Last Touch,0.58,False,0
ATTR00004390,USR00004464,CMP000068,2025-06-01,Impression,Instagram,Web Browser,Time Decay,0.34,False,0
ATTR00004391,USR00003474,CMP000100,2024-09-13,Impression,Programmatic,Mobile,Last Touch,0.1,False,0
ATTR00004392,USR00000777,CMP000033,2025-03-19,Click,Programmatic,Gaming Console,Time Decay,0.24,False,0
ATTR00004393,USR00004393,CMP000089,2024-11-13,Impression,Instagram,Mobile,Linear,0.54,False,0
ATTR00004394,USR00009400,CMP000051,2024-09-21,View,TikTok,Tablet,First Touch,0.19,False,0
ATTR00004395,USR00000055,CMP000093,2024-07-21,Impression,LinkedIn,Web Browser,First Touch,0.88,False,0
ATTR00004396,USR00004017,CMP000014,2025-02-20,Impression,LinkedIn,Smart TV,First Touch,0.66,False,0
ATTR00004397,USR00005843,CMP000021,2024-07-20,Click,Programmatic,Smart TV,First Touch,0.76,False,0
ATTR00004398,USR00008423,CMP000098,2025-02-08,View,Facebook,Mobile,Linear,0.63,False,0
ATTR00004399,USR00000152,CMP000048,2025-03-13,Impression,Google Ads,Tablet,Time Decay,0.14,True,0
ATTR00004400,USR00004985,CMP000083,2025-02-07,Impression,Twitter,Web Browser,Linear,0.45,False,0
ATTR00004401,USR00004007,CMP000082,2025-06-01,View,Facebook,Smart TV,Time Decay,0.64,False,12.0
ATTR00004402,USR00007859,CMP000031,2024-10-27,View,LinkedIn,Mobile,Last Touch,0.56,False,0
ATTR00004403,USR00006355,CMP000079,2024-11-19,View,LinkedIn,Web Browser,Linear,0.74,False,0
ATTR00004404,USR00005374,CMP000038,2025-05-26,View,Twitter,Smart TV,First Touch,0.35,False,0
ATTR00004405,USR00008242,CMP000060,2024-10-02,Impression,Instagram,Streaming Device,Last Touch,0.64,True,0
ATTR00004406,USR00007403,CMP000099,2025-03-05,View,TikTok,Tablet,First Touch,0.86,False,0
ATTR00004407,USR00007032,CMP000085,2025-02-27,Click,Programmatic,Smart TV,Last Touch,0.84,False,19.39
ATTR00004408,USR00001983,CMP000053,2024-12-28,Click,TikTok,Gaming Console,Last Touch,0.67,False,0
ATTR00004409,USR00009084,CMP000011,2024-08-08,Impression,Programmatic,Web Browser,Time Decay,0.68,False,0
ATTR00004410,USR00006875,CMP000052,2024-12-29,View,TikTok,Tablet,Time Decay,0.95,False,22.05
ATTR00004411,USR00000244,CMP000064,2025-03-18,Click,Twitter,Smart TV,Linear,0.42,False,13.06
ATTR00004412,USR00009391,CMP000015,2025-02-06,Click,Instagram,Mobile,Time Decay,0.13,False,0
ATTR00004413,USR00007702,CMP000083,2025-02-07,Click,Facebook,Mobile,First Touch,0.54,False,0
ATTR00004414,USR00002195,CMP000079,2024-11-03,View,Programmatic,Mobile,Time Decay,0.91,False,0
ATTR00004415,USR00007425,CMP000002,2024-09-22,Click,Facebook,Streaming Device,Linear,0.18,False,0
ATTR00004416,USR00003104,CMP000083,2025-01-26,View,Programmatic,Smart TV,First Touch,0.4,False,0
ATTR00004417,USR00008724,CMP000008,2024-09-10,View,Programmatic,Tablet,First Touch,0.9,False,0
ATTR00004418,USR00008103,CMP000076,2025-02-10,View,YouTube,Mobile,Last Touch,0.14,False,0
ATTR00004419,USR00001973,CMP000083,2025-01-22,Click,LinkedIn,Smart TV,Last Touch,0.96,False,0
ATTR00004420,USR00000800,CMP000078,2025-05-29,Click,TikTok,Smart TV,Last Touch,0.84,False,0
ATTR00004421,USR00007983,CMP000075,2025-02-06,Click,YouTube,Smart TV,First Touch,0.44,False,0
ATTR00004422,USR00004003,CMP000100,2024-08-29,Impression,Facebook,Tablet,Time Decay,0.83,False,0
ATTR00004423,USR00004424,CMP000054,2024-11-18,Impression,LinkedIn,Streaming Device,Last Touch,0.8,False,0
ATTR00004424,USR00006689,CMP000045,2025-01-14,Impression,Instagram,Tablet,Linear,0.21,False,20.09
ATTR00004425,USR00007525,CMP000047,2025-05-02,Impression,TikTok,Smart TV,Linear,0.15,True,0
ATTR00004426,USR00007723,CMP000066,2025-03-04,Impression,LinkedIn,Mobile,Linear,0.48,False,0
ATTR00004427,USR00001699,CMP000043,2025-04-28,View,Instagram,Gaming Console,Last Touch,0.12,True,0
ATTR00004428,USR00000465,CMP000066,2025-03-06,View,Programmatic,Web Browser,First Touch,0.74,False,0
ATTR00004429,USR00008954,CMP000090,2025-01-06,Impression,Facebook,Smart TV,Time Decay,0.44,False,0
ATTR00004430,USR00004772,CMP000049,2025-01-12,View,Twitter,Tablet,Linear,0.19,False,0
ATTR00004431,USR00006484,CMP000099,2025-02-26,View,TikTok,Mobile,First Touch,0.76,False,0
ATTR00004432,USR00000294,CMP000023,2025-05-11,Click,Twitter,Mobile,Linear,0.34,False,9.52
ATTR00004433,USR00000836,CMP000059,2025-02-16,Impression,LinkedIn,Smart TV,Linear,0.69,False,0
ATTR00004434,USR00001423,CMP000065,2025-02-24,Impression,TikTok,Web Browser,Linear,0.84,False,0
ATTR00004435,USR00002757,CMP000012,2025-01-26,Impression,YouTube,Mobile,First Touch,0.58,False,15.14
ATTR00004436,USR00006608,CMP000068,2025-05-23,Click,Twitter,Web Browser,Last Touch,0.59,False,0
ATTR00004437,USR00008724,CMP000057,2025-03-04,Impression,LinkedIn,Tablet,Last Touch,0.15,False,20.39
ATTR00004438,USR00006191,CMP000039,2025-05-31,View,Programmatic,Smart TV,First Touch,0.84,False,0
ATTR00004439,USR00006153,CMP000084,2024-11-12,Click,Programmatic,Mobile,Linear,0.9,False,0
ATTR00004440,USR00007983,CMP000017,2025-04-10,View,TikTok,Smart TV,First Touch,0.66,False,0
ATTR00004441,USR00007853,CMP000016,2024-11-19,Impression,Google Ads,Smart TV,First Touch,0.82,False,0
ATTR00004442,USR00002088,CMP000099,2025-03-03,Impression,Twitter,Web Browser,Time Decay,0.81,False,0
ATTR00004443,USR00007692,CMP000010,2024-12-12,Click,Programmatic,Smart TV,First Touch,0.87,False,15.61
ATTR00004444,USR00007991,CMP000022,2025-06-12,View,TikTok,Smart TV,Linear,0.32,False,0
ATTR00004445,USR00000734,CMP000068,2025-05-21,Click,Instagram,Mobile,Linear,0.83,False,0
ATTR00004446,USR00009005,CMP000020,2025-06-05,View,Instagram,Smart TV,Last Touch,0.58,False,0
ATTR00004447,USR00009507,CMP000091,2024-11-29,Impression,YouTube,Streaming Device,Last Touch,0.99,False,0
ATTR00004448,USR00002628,CMP000090,2025-01-18,Impression,Facebook,Smart TV,Linear,0.72,False,0
ATTR00004449,USR00006005,CMP000030,2024-08-29,Impression,TikTok,Web Browser,Time Decay,0.46,False,0
ATTR00004450,USR00004936,CMP000061,2025-06-12,Click,Programmatic,Tablet,Linear,0.17,False,22.77
ATTR00004451,USR00009220,CMP000040,2024-11-08,Click,Facebook,Tablet,Last Touch,0.91,False,0
ATTR00004452,USR00008412,CMP000014,2025-02-26,View,Google Ads,Tablet,Last Touch,0.48,False,9.3
ATTR00004453,USR00002248,CMP000033,2025-03-19,Impression,Twitter,Mobile,Linear,0.13,True,0
ATTR00004454,USR00006778,CMP000042,2025-02-13,View,Facebook,Mobile,First Touch,0.52,False,0
ATTR00004455,USR00009255,CMP000100,2024-09-01,Impression,Twitter,Smart TV,Linear,0.38,False,0
ATTR00004456,USR00009213,CMP000097,2024-09-19,Impression,YouTube,Smart TV,First Touch,0.34,False,0
ATTR00004457,USR00009878,CMP000035,2025-02-01,Click,Google Ads,Smart TV,Linear,0.47,False,0
ATTR00004458,USR00004167,CMP000041,2024-11-21,View,Programmatic,Smart TV,First Touch,0.71,False,0
ATTR00004459,USR00007460,CMP000081,2025-04-01,Impression,LinkedIn,Tablet,Linear,0.45,False,0
ATTR00004460,USR00009549,CMP000067,2024-12-17,Impression,Google Ads,Smart TV,Linear,0.13,False,0
ATTR00004461,USR00000808,CMP000046,2025-06-20,View,LinkedIn,Streaming Device,Linear,0.49,False,0
ATTR00004462,USR00008612,CMP000094,2025-02-11,Impression,Facebook,Mobile,Linear,0.25,False,13.41
ATTR00004463,USR00000236,CMP000064,2025-04-03,Impression,Instagram,Web Browser,Linear,0.75,False,0
ATTR00004464,USR00005520,CMP000044,2025-02-14,Click,Twitter,Tablet,First Touch,0.67,False,0
ATTR00004465,USR00000853,CMP000024,2025-04-17,Impression,YouTube,Streaming Device,First Touch,0.83,True,0
ATTR00004466,USR00009570,CMP000087,2024-10-18,Click,Twitter,Smart TV,Linear,0.66,False,0
ATTR00004467,USR00004812,CMP000001,2024-08-01,Impression,Twitter,Tablet,First Touch,0.66,False,0
ATTR00004468,USR00008086,CMP000062,2024-07-26,View,Twitter,Smart TV,Time Decay,0.12,False,0
ATTR00004469,USR00003696,CMP000025,2024-08-25,Impression,Facebook,Smart TV,First Touch,0.6,False,0
ATTR00004470,USR00005711,CMP000070,2025-04-22,View,Twitter,Gaming Console,Linear,0.97,False,0
ATTR00004471,USR00003769,CMP000005,2024-12-10,View,LinkedIn,Smart TV,Time Decay,0.77,False,0
ATTR00004472,USR00007413,CMP000080,2025-01-17,Impression,Instagram,Smart TV,Time Decay,0.86,False,0
ATTR00004473,USR00006434,CMP000100,2024-08-23,Impression,YouTube,Smart TV,First Touch,0.54,False,13.61
ATTR00004474,USR00003573,CMP000093,2024-07-24,Impression,YouTube,Web Browser,Time Decay,0.79,False,0
ATTR00004475,USR00007035,CMP000068,2025-05-18,Impression,Instagram,Streaming Device,Time Decay,0.55,False,14.44
ATTR00004476,USR00004586,CMP000073,2024-10-17,Click,LinkedIn,Streaming Device,Last Touch,0.32,True,0
ATTR00004477,USR00002477,CMP000030,2024-09-01,View,TikTok,Tablet,First Touch,0.52,False,0
ATTR00004478,USR00003813,CMP000062,2024-08-05,Impression,Instagram,Smart TV,First Touch,0.82,False,11.29
ATTR00004479,USR00006577,CMP000099,2025-02-17,Click,Twitter,Smart TV,First Touch,0.17,False,0
ATTR00004480,USR00002525,CMP000091,2024-12-22,Click,Instagram,Streaming Device,Last Touch,0.68,False,0
ATTR00004481,USR00005848,CMP000080,2025-01-23,View,LinkedIn,Tablet,Last Touch,0.65,False,11.6
ATTR00004482,USR00000839,CMP000095,2024-09-04,View,Programmatic,Mobile,Linear,0.62,False,22.43
ATTR00004483,USR00008867,CMP000036,2024-12-09,Impression,Google Ads,Smart TV,First Touch,0.38,False,0
ATTR00004484,USR00003474,CMP000021,2024-07-17,Click,Twitter,Mobile,Last Touch,0.21,True,0
ATTR00004485,USR00003801,CMP000097,2024-09-14,Impression,Facebook,Gaming Console,Linear,0.5,True,0
ATTR00004486,USR00001000,CMP000095,2024-09-02,Click,YouTube,Smart TV,Linear,0.26,False,0
ATTR00004487,USR00001641,CMP000100,2024-09-05,View,Facebook,Mobile,First Touch,0.82,False,0
ATTR00004488,USR00008536,CMP000031,2024-10-30,Click,Programmatic,Tablet,Time Decay,0.62,False,0
ATTR00004489,USR00007960,CMP000080,2025-01-24,View,YouTube,Mobile,Linear,0.14,False,0
ATTR00004490,USR00002168,CMP000050,2024-10-27,View,TikTok,Web Browser,Last Touch,0.55,True,0
ATTR00004491,USR00002293,CMP000043,2025-05-01,Impression,Programmatic,Smart TV,Linear,0.72,False,0
ATTR00004492,USR00001684,CMP000007,2024-09-29,Impression,Facebook,Mobile,First Touch,0.19,False,0
ATTR00004493,USR00008485,CMP000080,2025-01-25,Impression,TikTok,Smart TV,Time Decay,0.55,False,0
ATTR00004494,USR00001261,CMP000003,2024-10-05,Click,LinkedIn,Smart TV,Linear,0.88,False,0
ATTR00004495,USR00006403,CMP000057,2025-03-07,Click,LinkedIn,Streaming Device,First Touch,0.2,False,0
ATTR00004496,USR00004806,CMP000069,2024-07-22,Click,Google Ads,Smart TV,Linear,0.72,True,0
ATTR00004497,USR00005516,CMP000069,2024-08-04,Impression,Instagram,Tablet,First Touch,0.87,False,0
ATTR00004498,USR00006813,CMP000078,2025-06-14,Click,Facebook,Smart TV,First Touch,0.8,True,0
ATTR00004499,USR00007864,CMP000066,2025-03-10,Click,Programmatic,Smart TV,Time Decay,0.94,True,0
ATTR00004500,USR00005371,CMP000075,2025-02-23,View,Programmatic,Gaming Console,Last Touch,0.44,False,0
ATTR00004501,USR00001153,CMP000089,2024-12-06,View,Facebook,Tablet,Linear,0.7,False,0
ATTR00004502,USR00004229,CMP000007,2024-09-19,Click,LinkedIn,Tablet,Last Touch,0.98,False,0
ATTR00004503,USR00004801,CMP000018,2024-10-14,View,Facebook,Web Browser,First Touch,0.15,True,0
ATTR00004504,USR00008524,CMP000081,2025-03-26,Click,Twitter,Gaming Console,Linear,0.13,False,0
ATTR00004505,USR00005843,CMP000026,2024-11-22,Click,Twitter,Smart TV,Last Touch,0.79,False,0
ATTR00004506,USR00002634,CMP000043,2025-04-29,Click,Twitter,Mobile,Time Decay,0.5,False,0
ATTR00004507,USR00009152,CMP000045,2025-01-29,Click,Google Ads,Gaming Console,Linear,0.55,False,0
ATTR00004508,USR00001136,CMP000035,2025-02-06,View,Google Ads,Tablet,Linear,0.48,False,19.99
ATTR00004509,USR00009970,CMP000005,2024-12-31,Click,Programmatic,Web Browser,First Touch,0.41,False,0
ATTR00004510,USR00005451,CMP000044,2025-03-11,View,Programmatic,Mobile,First Touch,0.42,False,0
ATTR00004511,USR00004751,CMP000084,2024-11-20,Click,Google Ads,Tablet,Last Touch,0.97,False,0
ATTR00004512,USR00002160,CMP000026,2024-11-10,View,YouTube,Tablet,Time Decay,0.35,False,12.62
ATTR00004513,USR00007183,CMP000087,2024-11-05,Impression,Facebook,Mobile,Last Touch,0.9,False,0
ATTR00004514,USR00000396,CMP000044,2025-02-27,Click,LinkedIn,Mobile,Last Touch,0.51,True,11.24
ATTR00004515,USR00008019,CMP000063,2024-11-08,View,Programmatic,Tablet,First Touch,0.38,False,0
ATTR00004516,USR00001515,CMP000075,2025-02-06,View,Twitter,Smart TV,Time Decay,0.64,False,0
ATTR00004517,USR00000266,CMP000071,2025-05-26,Impression,YouTube,Gaming Console,Last Touch,0.59,False,0
ATTR00004518,USR00003452,CMP000092,2024-11-17,Impression,Programmatic,Streaming Device,Linear,0.21,False,0
ATTR00004519,USR00000465,CMP000008,2024-09-09,View,LinkedIn,Web Browser,First Touch,0.56,False,0
ATTR00004520,USR00000965,CMP000060,2024-09-22,Click,TikTok,Smart TV,First Touch,0.77,False,0
ATTR00004521,USR00007259,CMP000058,2024-11-23,Click,Programmatic,Web Browser,First Touch,0.54,False,0
ATTR00004522,USR00003900,CMP000018,2024-10-06,Impression,Programmatic,Mobile,Time Decay,0.95,False,0
ATTR00004523,USR00004774,CMP000013,2025-05-22,Click,Instagram,Tablet,First Touch,0.54,True,0
ATTR00004524,USR00000789,CMP000051,2024-09-06,View,LinkedIn,Streaming Device,Time Decay,0.91,False,0
ATTR00004525,USR00006323,CMP000004,2024-11-01,Click,Facebook,Streaming Device,First Touch,0.41,False,0
ATTR00004526,USR00008219,CMP000033,2025-03-20,View,Facebook,Streaming Device,Last Touch,0.13,False,0
ATTR00004527,USR00009757,CMP000049,2025-01-29,Click,Instagram,Mobile,Time Decay,0.83,True,0
ATTR00004528,USR00005205,CMP000085,2025-03-02,Impression,Twitter,Mobile,Time Decay,0.22,True,0
ATTR00004529,USR00000772,CMP000002,2024-09-18,Click,Instagram,Smart TV,Last Touch,0.14,False,0
ATTR00004530,USR00006157,CMP000008,2024-08-23,Click,TikTok,Gaming Console,Linear,0.59,False,12.88
ATTR00004531,USR00004990,CMP000047,2025-05-09,Click,Instagram,Smart TV,First Touch,0.52,False,0
ATTR00004532,USR00002985,CMP000094,2025-01-16,Impression,TikTok,Mobile,Last Touch,0.12,True,0
ATTR00004533,USR00004357,CMP000099,2025-02-19,View,Instagram,Smart TV,Linear,0.38,True,0
ATTR00004534,USR00008659,CMP000030,2024-09-05,Click,Facebook,Tablet,Last Touch,0.88,False,0
ATTR00004535,USR00002665,CMP000072,2024-09-17,Impression,Programmatic,Mobile,Linear,0.52,True,0
ATTR00004536,USR00007590,CMP000093,2024-07-23,Click,Facebook,Mobile,Time Decay,0.11,False,0
ATTR00004537,USR00006792,CMP000044,2025-02-23,View,TikTok,Tablet,Time Decay,0.28,False,0
ATTR00004538,USR00002946,CMP000071,2025-06-05,Click,YouTube,Web Browser,First Touch,0.98,False,0
ATTR00004539,USR00003420,CMP000085,2025-02-16,View,Facebook,Tablet,Linear,0.53,True,0
ATTR00004540,USR00005551,CMP000075,2025-02-19,Click,Twitter,Mobile,Last Touch,0.86,False,0
ATTR00004541,USR00004899,CMP000004,2024-11-14,View,Google Ads,Smart TV,Time Decay,0.73,False,0
ATTR00004542,USR00004321,CMP000054,2024-11-21,Click,Instagram,Gaming Console,Linear,0.23,False,0
ATTR00004543,USR00004415,CMP000015,2025-01-30,View,Facebook,Mobile,Linear,0.88,False,0
ATTR00004544,USR00006950,CMP000022,2025-07-01,Click,Google Ads,Mobile,Time Decay,0.53,False,0
ATTR00004545,USR00000939,CMP000027,2025-03-07,Impression,TikTok,Smart TV,Time Decay,0.71,False,0
ATTR00004546,USR00004557,CMP000067,2024-12-16,View,YouTube,Web Browser,Linear,0.22,False,0
ATTR00004547,USR00009401,CMP000099,2025-03-07,Impression,Google Ads,Tablet,First Touch,0.12,True,0
ATTR00004548,USR00001677,CMP000042,2025-02-17,View,Instagram,Mobile,Last Touch,0.31,False,0
ATTR00004549,USR00005512,CMP000077,2024-12-23,Impression,Google Ads,Mobile,First Touch,0.18,False,20.02
ATTR00004550,USR00008920,CMP000019,2024-09-12,Impression,Twitter,Smart TV,First Touch,0.98,False,0
ATTR00004551,USR00004235,CMP000072,2024-09-14,Click,Twitter,Smart TV,Linear,0.84,True,0
ATTR00004552,USR00002997,CMP000040,2024-11-10,View,Programmatic,Streaming Device,Time Decay,0.67,False,0
ATTR00004553,USR00004539,CMP000043,2025-05-21,Click,Facebook,Mobile,Last Touch,0.27,False,0
ATTR00004554,USR00001139,CMP000048,2025-02-19,Click,Instagram,Mobile,Time Decay,0.47,False,0
ATTR00004555,USR00002701,CMP000092,2024-11-05,Impression,Facebook,Smart TV,Time Decay,0.83,False,21.91
ATTR00004556,USR00002484,CMP000009,2025-02-18,View,LinkedIn,Mobile,First Touch,0.2,False,0
ATTR00004557,USR00001172,CMP000015,2025-01-22,Click,Google Ads,Smart TV,First Touch,0.26,False,0
ATTR00004558,USR00009659,CMP000059,2025-02-10,View,YouTube,Web Browser,Time Decay,0.23,False,0
ATTR00004559,USR00005346,CMP000087,2024-10-22,Click,Instagram,Mobile,First Touch,0.75,True,0
ATTR00004560,USR00001291,CMP000002,2024-09-16,Click,LinkedIn,Smart TV,Last Touch,0.79,True,0
ATTR00004561,USR00006248,CMP000078,2025-05-28,Click,Google Ads,Tablet,Linear,0.91,True,0
ATTR00004562,USR00001184,CMP000060,2024-09-28,Impression,Facebook,Mobile,Linear,0.52,False,0
ATTR00004563,USR00003102,CMP000061,2025-06-06,Impression,Google Ads,Smart TV,Linear,0.88,False,0
ATTR00004564,USR00009565,CMP000079,2024-11-16,Click,Facebook,Smart TV,Linear,0.65,False,10.06
ATTR00004565,USR00008783,CMP000092,2024-11-07,Impression,Facebook,Mobile,Time Decay,0.37,False,0
ATTR00004566,USR00001780,CMP000015,2025-02-02,Click,Google Ads,Mobile,First Touch,0.8,False,0
ATTR00004567,USR00004701,CMP000053,2025-01-02,View,Instagram,Smart TV,Last Touch,0.72,False,22.79
ATTR00004568,USR00003690,CMP000091,2024-11-30,View,TikTok,Gaming Console,First Touch,0.87,False,0
ATTR00004569,USR00006102,CMP000010,2024-12-13,View,Instagram,Smart TV,First Touch,1.0,True,11.39
ATTR00004570,USR00007870,CMP000012,2025-01-23,Click,Programmatic,Smart TV,Time Decay,0.52,True,0
ATTR00004571,USR00005746,CMP000087,2024-10-09,View,LinkedIn,Smart TV,Time Decay,0.89,False,0
ATTR00004572,USR00001807,CMP000073,2024-10-24,View,Google Ads,Streaming Device,Time Decay,0.59,False,0
ATTR00004573,USR00001765,CMP000023,2025-05-21,Impression,Programmatic,Smart TV,Linear,0.61,False,0
ATTR00004574,USR00003646,CMP000034,2025-05-11,View,Google Ads,Mobile,First Touch,0.83,True,0
ATTR00004575,USR00007302,CMP000036,2024-12-01,Click,Twitter,Tablet,Linear,0.23,False,14.81
ATTR00004576,USR00003188,CMP000001,2024-07-14,Impression,LinkedIn,Tablet,First Touch,0.73,False,0
ATTR00004577,USR00000499,CMP000052,2025-01-07,View,Programmatic,Smart TV,Time Decay,0.72,False,0
